"TEMA","SUBTEMA","VARIABLE","CLASE","Fuente","AÑO","Mes","Valor"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Marzo","55.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Abril","61.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Mayo","57.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Junio","56.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Julio","61.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Agosto","54.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Septiembre","62.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Octubre","65.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Noviembre","67.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2013","Diciembre","45.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Enero","46.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Febrero","64.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Marzo","59.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Abril","53.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Mayo","60.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Junio","55.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Julio","58.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Agosto","58.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Septiembre","63.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Octubre","67.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Noviembre","65.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2014","Diciembre","44.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Enero","45.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Febrero","64.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Marzo","60.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Abril","56.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Mayo","59.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Junio","54.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Julio","59.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Agosto","58.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Septiembre","61.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Octubre","62.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Noviembre","63.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","Diciembre","43.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Enero","44.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Febrero","60.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Marzo","57.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Abril","55.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Mayo","51.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Junio","54.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Julio","53.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Agosto","57.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Septiembre","60.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Octubre","61.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Noviembre","66.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","Diciembre","42.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Enero","45.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Febrero","59.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Marzo","60.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Abril","50.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Mayo","61.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Junio","55.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Julio","56.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Agosto","60.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Septiembre","64.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Octubre","68.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Noviembre","70.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","Diciembre","47.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Enero","49.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Febrero","65.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Marzo","58.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Abril","62.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Mayo","59.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Junio","56.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Julio","57.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Agosto","60.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Septiembre","63.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Octubre","64.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Noviembre","72.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","Diciembre","47.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Enero","48.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Febrero","66.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Marzo","63.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Abril","58.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Mayo","65.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Junio","60.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Julio","64.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Agosto","63.1%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Septiembre","67.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Octubre","66.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Noviembre","71.7%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","Diciembre","52.0%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Enero","52.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Febrero","67.8%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Marzo","33.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Abril","3.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Mayo","5.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Junio","5.9%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Julio","5.5%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Agosto","6.4%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Septiembre","20.2%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Octubre","15.3%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Noviembre","22.6%"
"Tasa de ocupación Hotelera","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2020","Diciembre","24.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","5","40.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","6","44.8%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","7","45.0%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","8","44.5%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","9","36.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","10","36.7%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","11","44.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2015","12","38.4%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","1","39.9%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","2","43.0%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","3","41.3%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","4","40.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","5","36.9%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","6","37.4%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","7","39.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","8","37.8%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","9","39.3%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","10","37.8%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","11","41.0%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2016","12","40.0%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","1","39.8%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","2","45.4%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","3","40.8%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","4","41.0%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","5","38.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","6","40.7%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","7","44.7%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","8","48.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","9","46.3%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","10","45.6%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","11","47.4%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2017","12","45.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","1","44.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","2","47.8%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","3","47.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","4","44.7%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","5","37.0%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","6","44.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","7","46.5%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","8","48.2%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","9","47.4%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","10","47.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","11","47.6%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2018","12","44.1%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","1","42.5%"
"Tasa de ocupación Airbnb","Mensual","Porcentaje","","Asociación Hotelera y Tuística de Colombia- COTELCO, Sistema de Información Turística- SIH","2019","2","45.5%"
